Title,year,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Big Fish &amp; Begonia,2016,"Xuan Liang, Chun Zhang","Daniel Chuba, Xuan Liang",1920885,3,0.0,2020,2010,PG-13,6546,7.0,"Animation, Adventure, Drama"
Sinister,2012,Scott Derrickson,"Scott Derrickson, C. Robert Cargill",1922777,2,0.0,2012,2010,R,269565,6.8,"Horror, Mystery, Thriller"
Frankenstein&#39;s Army,2013,Richard Raaphorst,"Richard Raaphorst, Miguel Tejada-Flores, Chris W. Mitchell",1925435,0,0.0,2018,2010,R,8987,5.3,"Horror, Sci-Fi"
"Hunger Games: Mockingjay - Part 2, The",2015,Francis Lawrence,"Peter Craig, Danny Strong, Suzanne Collins",1951266,3,0.0,2015,2010,PG-13,352723,6.5,"Action, Adventure, Sci-Fi"
Drengen der ikke kunne svomme,2011,Anders Helde,Anders Helde,1961281,0,0.0,2016,2010,N/A,496,7.0,"Short, Comedy, Drama"
Cloudy with a Chance of Meatballs 2,2013,"Cody Cameron, Kris Pearn","Erica Rivinoja, John Francis Daley, Jonathan Goldstein",1985966,3,0.0,2014,2010,PG,111278,6.3,"Animation, Adventure, Comedy"
Robot &amp; Frank,2012,Jake Schreier,Christopher Ford,1990314,1,0.0,2012,2010,PG-13,65319,7.0,"Comedy, Crime, Drama"
Non-Stop,2014,Jaume Collet-Serra,"John W. Richardson, Christopher Roach, Ryan Engle",2024469,3,0.0,2014,2010,PG-13,273256,6.9,"Action, Mystery, Thriller"
Digimon Adventure,1999,Mamoru Hosoda,"Akiyoshi Hongo, Reiko Yoshida",2049430,0,0.0,2023,1990,TV-PG,983,7.5,"Animation, Short, Action"
Absolutely Fabulous: The Movie,2016,Mandie Fletcher,Jennifer Saunders,2112096,3,0.0,2016,2010,R,13005,5.4,"Comedy, Crime"
Wrong Cops,2013,Quentin Dupieux,Quentin Dupieux,2166616,1,0.0,2014,2010,Not Rated,7902,5.9,"Comedy, Crime"
"Monuments Men, The",2014,George Clooney,"George Clooney, Grant Heslov, Robert M. Edsel",2177771,0,0.0,2014,2010,PG-13,136751,6.1,"Comedy, Drama, History"
Your Christmas or Mine?,2022,Jim O'Hanlon,Tom Parry,21994906,3,0.0,2022,2020,N/A,6940,6.4,"Comedy, Romance"
Aurora,2012,Kristina Buozyte,"Kristina Buozyte, Bruno Samper",2208216,1,0.0,2016,2010,Unrated,2821,6.0,"Romance, Sci-Fi, Thriller"
"Liza, the fox fairy",2015,Károly Ujj Mészáros,"Bálint Hegedûs, Károly Ujj Mészáros",2210769,3,0.0,2015,2010,N/A,9460,7.5,"Comedy, Fantasy, Romance"
Spider-Man: Homecoming,2017,Jon Watts,"Jonathan Goldstein, John Francis Daley, Jon Watts",2250912,3,0.0,2017,2010,PG-13,697073,7.4,"Action, Adventure, Sci-Fi"
Elle s&#39;en va,2013,Emmanuelle Bercot,"Emmanuelle Bercot, Jérôme Tonnerre",2289538,3,0.0,2014,2010,Not Rated,2520,6.4,"Comedy, Drama"
In a World...,2013,Lake Bell,Lake Bell,2294677,3,0.0,2013,2010,R,32645,6.7,Comedy
"Hobbit: The Battle of the Five Armies, The",2014,Peter Jackson,"Fran Walsh, Philippa Boyens, Peter Jackson",2310332,1,0.0,2014,2010,PG-13,556383,7.4,"Adventure, Fantasy"
"Expendables 3, The",2014,Patrick Hughes,"Sylvester Stallone, Creighton Rothenberger, Katrin Benedikt",2333784,0,0.0,2014,2010,PG-13,192669,6.1,"Action, Adventure, Thriller"
Love &amp; Air Sex,2013,Bryan Poyser,"Bryan Poyser, David DeGrow Shotwell, Steven Walters",2388759,3,0.0,2014,2010,TV-MA,1023,5.1,"Comedy, Romance"
Gully Boy,2019,Zoya Akhtar,"Zoya Akhtar, Reema Kagti, Vijay Maurya",2395469,1,1.0,2019,2010,Not Rated,42207,7.9,"Drama, Music, Romance"
Predestination,2014,"Michael Spierig, Peter Spierig","Michael Spierig, Peter Spierig, Robert A. Heinlein",2397535,3,1.0,2015,2010,R,295940,7.4,"Action, Drama, Sci-Fi"
Anamolisa,2015,"Duke Johnson, Charlie Kaufman",Charlie Kaufman,2401878,2,0.0,2016,2010,R,74257,7.3,"Animation, Comedy, Drama"
"Starving Games, The",2013,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",2403029,3,0.0,2014,2010,PG-13,21896,3.2,"Adventure, Comedy, Sci-Fi"
Project Almanac,2014,Dean Israelite,"Jason Pagan, Andrew Deutschman",2436386,3,0.0,2015,2010,PG-13,83048,6.3,"Drama, Mystery, Sci-Fi"
Isn&#39;t It Romantic,2019,Todd Strauss-Schulson,"Erin Cardillo, Dana Fox, Katie Silberman",2452244,3,0.0,2019,2010,PG-13,72635,5.9,"Comedy, Fantasy, Musical"
"Fundamentals of Caring, The",2016,Rob Burnett,"Rob Burnett, Jonathan Evison",2452386,3,1.0,2016,2010,TV-MA,77231,7.3,"Comedy, Drama"
Aloft,2014,Claudia Llosa,Claudia Llosa,2494384,3,0.0,2016,2010,R,3940,5.3,Drama
White Bear,2013,Carl Tibbetts,Charlie Brooker,2542420,3,1.0,2013,2010,TV-MA,52672,8.0,"Drama, Mystery, Sci-Fi"
Life Inside Out,2013,Jill D'Agnenica,"Maggie Baird, Lori Nasso",2543508,3,0.0,2014,2010,Not Rated,281,6.6,Drama
"Cloverfield Paradox, The",2018,Julius Onah,"Oren Uziel, Doug Jung",2548396,3,0.0,2018,2010,PG-13,110466,5.5,"Action, Adventure, Horror"
Jojo Rabbit,2019,Taika Waititi,"Christine Leunens, Taika Waititi",2584384,3,0.0,2019,2010,PG-13,422546,7.9,"Comedy, Drama, War"
Lugen,2014,Vanessa Jopp,"Stefan Schneider, Vanessa Jopp",2618500,3,0.0,2014,2010,N/A,174,5.0,"Comedy, Drama"
Barbie and the pink shoes,2013,Owen Hurley,Alison Taylor,2630134,3,0.0,2021,2010,TV-Y,2042,5.6,"Animation, Family"
"Grinch, The",2018,"Yarrow Cheney, Scott Mosier","Michael LeSieur, Tommy Swerdlow, Dr. Seuss",2709692,3,1.0,2020,2010,PG,80004,6.4,"Animation, Comedy, Family"
What We Did on Our Holiday,2014,"Andy Hamilton, Guy Jenkin","Andy Hamilton, Guy Jenkin",2725962,3,0.0,2018,2010,PG-13,23690,6.9,"Comedy, Drama"
Welcome to Me,2014,Shira Piven,Eliot Laurence,2788716,3,0.0,2015,2010,R,19386,5.9,"Comedy, Drama"
Zum Geburtstag,2013,Denis Dercourt,Denis Dercourt,2865802,2,0.0,2013,2010,N/A,191,5.6,"Drama, Thriller"
"Shack, The",2017,Stuart Hazeldine,"John Fusco, Andrew Lanham, Destin Daniel Cretton",2872518,3,1.0,2017,2010,PG-13,38268,6.3,"Drama, Fantasy"
Nightcrawler,2014,Dan Gilroy,Dan Gilroy,2872718,3,0.0,2014,2010,R,584429,7.8,"Crime, Drama, Thriller"
Riley Rewind,2013,N/A,N/A,2944454,3,0.0,2013,2010,N/A,4536,6.6,"Drama, Sci-Fi"
Christmas in the City,2013,Marita Grabiak,Barbara Kymlicka,3015110,3,0.0,2017,2010,TV-PG,1607,5.7,"Comedy, Drama, Family"
Sharknado 2: The Second One,2014,Anthony C. Ferrante,Thunder Levin,3062074,3,0.0,2017,2010,TV-14,20196,4.0,"Action, Adventure, Comedy"
"Red Tent, The",2014,N/A,N/A,3068894,3,0.0,2021,2010,N/A,3715,7.2,"Drama, History, Romance"
Suffragette,2015,Sarah Gavron,Abi Morgan,3077214,3,0.0,2015,2010,PG-13,43939,6.9,"Drama, History"
"Ich seh, Ich seh",2014,"Severin Fiala, Veronika Franz","Veronika Franz, Severin Fiala",3086442,0,0.0,2015,2010,R,58170,6.7,"Horror, Mystery, Thriller"
Jimmy&#39;s Hall,2014,Ken Loach,"Paul Laverty, Donal O'Kelly",3110960,1,0.0,2014,2010,PG-13,6795,6.7,"Biography, Drama, History"
Nowhereland,2016,Robin Bain,Robin Bain,3115906,3,0.0,2021,2010,N/A,6891,6.2,Drama
Awesome Asian Bad Guys,2014,"Stephen Dypiangco, Patrick Epino","Stephen Dypiangco, Patrick Epino, Milton Liu",3153524,1,0.0,2021,2010,Not Rated,106,6.9,"Action, Comedy"
Those Who Wish Me Dead,2021,Taylor Sheridan,"Michael Koryta, Charles Leavitt, Taylor Sheridan",3215824,1,0.0,2021,2020,R,68524,6.0,"Action, Drama, Thriller"
Big Stone Gap,2014,Adriana Trigiani,Adriana Trigiani,3254796,3,0.0,2022,2010,PG-13,3262,5.7,"Comedy, Romance"
Captive,2015,Jerry Jameson,"Brian Bird, Ashley Smith, Stacy Mattingly",3268668,3,0.0,2015,2010,PG-13,7171,5.4,"Action, Biography, Crime"
Transformers: The Last Knight,2017,Michael Bay,"Art Marcum, Matt Holloway, Ken Nolan",3371366,1,0.0,2017,2010,PG-13,164258,5.2,"Action, Adventure, Sci-Fi"
"Brothers Grimsby, The",2016,Louis Leterrier,"Sacha Baron Cohen, Phil Johnston, Peter Baynham",3381008,1,0.0,2018,2010,R,108255,6.2,"Action, Adventure, Comedy"
Stan &amp; Ollie,2018,Jon S. Baird,"Jeff Pope, 'A.J.' Marriot",3385524,3,0.0,2019,2010,PG,39254,7.2,"Biography, Comedy, Drama"
"Taking of Deborah Logan, The",2014,Adam Robitel,"Adam Robitel, Gavin Heffernan",3387648,3,0.0,2015,2010,R,37987,6.0,"Horror, Mystery, Thriller"
Haider,2014,Vishal Bhardwaj,"William Shakespeare, Basharat Peer, Vishal Bhardwaj",3390572,2,0.0,2017,2010,Not Rated,56661,8.0,"Action, Crime, Drama"
Il caso Valdemar,1936,"Gianni Hoepli, Ubaldo Magnaghi",Edgar Allan Poe,3427056,0,0.0,2015,1930,N/A,167,7.0,"Short, Horror"
Fort Tilden,2014,"Sarah-Violet Bliss, Charles Rogers","Sarah-Violet Bliss, Brian Lannin, Charles Rogers",3457734,1,0.0,2017,2010,R,1590,5.6,Comedy
"Hateful Eight, The",2015,Quentin Tarantino,Quentin Tarantino,3460252,3,1.0,2015,2010,R,639801,7.8,"Crime, Drama, Mystery"
Parallels,2014,Christopher Leone,"Laura Harkcom, Christopher Leone",3479316,3,0.0,2015,2010,Not Rated,14917,6.0,"Action, Sci-Fi"
Almost Mercy,2015,Tom DeNucci,"Tom DeNucci, B. Dolan",3480446,2,1.0,2015,2010,Not Rated,1163,5.9,Horror
rastres de s&aacute;ndal,2013,Maria Ripoll,"Asha Miró, Anna Soler-Pont",3521332,3,0.0,2014,2010,N/A,445,6.6,Drama
Meadowland,2015,Reed Morano,Chris Rossi,3529656,3,0.0,2016,2010,R,4135,5.8,Drama
Dead Girls,2014,"Neal E. Fischer, Del Harvey","Neal E. Fischer, Del Harvey, Drake Linder",3560546,3,0.0,2014,2010,Not Rated,228,3.3,"Horror, Thriller"
Sword of Vengeance,2015,Jim Weedon,"Julian Unthank, Matthew Read",3622332,0,0.0,2021,2010,Not Rated,2516,4.4,"Action, Adventure, Drama"
Vampyres,2015,Víctor Matellano,"José Ramón Larraz, Víctor Matellano",3654680,3,0.0,2018,2010,Not Rated,1246,3.3,Horror
Turbo Kid,2015,"François Simard, Anouk Whissell, Yoann-Karl Whissell","Anouk Whissell, François Simard, Yoann-Karl Whissell",3672742,1,0.0,2016,2010,Not Rated,29220,6.7,"Action, Adventure, Comedy"
600 millas [600 Miles],2015,Gabriel Ripstein,"Gabriel Ripstein, Issa López",3685622,0,0.0,2016,2010,R,2440,5.5,"Drama, Thriller"
Elvis,2022,Baz Luhrmann,"Baz Luhrmann, Sam Bromell, Craig Pearce",3704428,1,0.0,2022,2020,PG-13,218010,7.3,"Biography, Drama, Music"
Der kleine Drache Kokosnuss,2014,"Hubert Weiland, Nina Wels","Mark Slater, Gabriele Walther",3726220,0,0.0,2016,2010,TV-G,221,4.6,"Animation, Family"
"Overnight, The",2015,Patrick Brice,Patrick Brice,3844362,3,0.0,2015,2010,R,17411,6.1,"Comedy, Mystery"
Gekijouban Hakuouki: Daiisshou Kyouto ranbu,2013,Osamu Yamasaki,"Tsunekiyo Fujisawa, Osamu Yamasaki",3856638,0,0.0,2021,2010,N/A,154,6.4,Animation
Justice League: Throne of Atlantis,2015,Ethan Spaulding,"Heath Corson, Geoff Johns (graphic novel), Paul Pelletier (graphic novel), Ivan Reis (graphic novel), Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Paul Norris (character created by: Aquaman), Bob Kane (character created by: Batman), Marv Wolfman (character created by: Cyborg), George Pérez (character created by: Cyborg), Louise Simonson (character created by: John Henry Irons), Jon Bogdanove (character created by: John Henry Irons), William Moulton Marston (character created by: Wonder Woman)",3878542,3,1.0,2015,2010,PG-13,20772,6.7,"Animation, Action, Adventure, Family, Sci-Fi"
"Mad Ones, The",2017,Aniruddh Pandit,Aniruddh Pandit,3887208,3,0.0,2017,2010,N/A,103,6.1,"Comedy, Drama"
Ventos de Agosto,2014,Gabriel Mascaro,"Gabriel Mascaro, Rachel Daisy Ellis",3904770,3,0.0,2017,2010,Unrated,606,6.3,Drama
"Space Between Us, The",2017,Peter Chelsom,"Allan Loeb, Stewart Schill, Richard Barton Lewis",3922818,3,0.0,2017,2010,PG-13,55386,6.4,"Drama, Romance, Sci-Fi"
Marauders,2016,Steven C. Miller,"Michael Cody, Chris Sivertson",3963816,1,0.0,2017,2010,R,23487,5.5,"Action, Crime, Thriller"
Okja,2017,Bong Joon Ho,"Bong Joon Ho, Jon Ronson",3967856,3,0.0,2017,2010,TV-MA,129217,7.3,"Action, Adventure, Drama"
Keanu,2016,Peter Atencio,"Jordan Peele, Alex Rubens",4139124,3,1.0,2016,2010,R,51149,6.2,"Action, Comedy, Crime"
For Here or To Go?,2017,Rucha Humnabadkar,Rishi Bhilawadikar,4157510,3,0.0,2017,2010,N/A,650,6.7,"Comedy, Drama"
World of Tomorrow,2015,Don Hertzfeldt,Don Hertzfeldt,4171032,3,0.0,2015,2010,G,10070,8.1,"Animation, Short, Comedy"
Norman,2016,Joseph Cedar,Joseph Cedar,4191702,1,0.0,2017,2010,R,6430,6.1,"Drama, Thriller"
Mass Extinction: Life at the Brink,2014,Sarah Holt,N/A,4264406,0,0.0,2021,2010,TV-PG,59,7.5,Documentary
Grease Live!,2016,"Thomas Kail, Alex Rudzinski","Bronte Woodard, Allan Carr, Robert Cary",4366830,3,0.0,2016,2010,TV-14,9842,7.3,"Comedy, Musical, Romance"
Loving,2016,Jeff Nichols,"Jeff Nichols, Nancy Buirski",4669986,3,0.0,2016,2010,PG-13,35856,7.0,"Biography, Drama, Romance"
"Craft: Legacy, The",2020,Zoe Lister-Jones,"Zoe Lister-Jones, Peter Filardi",4685762,3,0.0,2021,2020,PG-13,15589,4.5,"Drama, Fantasy, Horror"
It Comes at Night,2017,Trey Edward Shults,Trey Edward Shults,4695012,3,1.0,2017,2010,R,99884,6.2,"Drama, Horror, Mystery"
Bumblebee,2018,Travis Knight,Christina Hodson,4701182,3,1.0,2019,2010,PG-13,182492,6.7,"Action, Adventure, Sci-Fi"
War Machine,2017,David Michôd,"Michael Hastings, David Michôd",4758646,0,0.0,2019,2010,TV-MA,49143,6.0,"Comedy, Drama, War"
Timelike,2015,Richard Boylan,Richard Boylan,4897214,3,0.0,2015,2010,N/A,76,5.9,"Short, Sci-Fi, Thriller"
Hush,2016,Mike Flanagan,"Mike Flanagan, Kate Siegel",5022702,3,1.0,2016,2010,R,148534,6.6,"Horror, Thriller"
R&eacute;parer les vivants,2016,Katell Quillévéré,"Maylis De Kerangal, Katell Quillévéré, Gilles Taurand",5096536,1,0.0,2018,2010,Not Rated,3509,6.8,Drama
Raya and the Last Dragon,2021,"Don Hall, Carlos López Estrada, Paul Briggs","Qui Nguyen, Adele Lim, Paul Briggs",5109280,3,0.0,2021,2020,PG,165112,7.3,"Animation, Action, Adventure"
"Bar, The",2017,Álex de la Iglesia,"Jorge Guerricaechevarría, Álex de la Iglesia",5121816,3,0.0,2022,2010,N/A,28391,6.3,"Horror, Thriller"
Wolfwalkers,2020,"Tomm Moore, Ross Stewart","Will Collins, Tomm Moore, Ross Stewart",5198068,3,1.0,2020,2020,PG,36678,8.0,"Animation, Action, Adventure"
Die letzte Sau,2016,Aron Lehmann,"Stephan Irmscher, Aron Lehmann",5348774,1,0.0,2016,2010,N/A,208,6.0,"Comedy, Drama"
Detroit,2017,Kathryn Bigelow,Mark Boal,5390504,2,0.0,2017,2010,R,55202,7.3,"Crime, Drama, History"
Dirty 30,2016,Andrew Bush,"Mamrie Hart, Molly Prather",5521550,3,0.0,2016,2010,PG-13,3104,5.5,Comedy
Patients,2016,"Mehdi Idir, Grand Corps Malade","Grand Corps Malade, Fadette Drouard",5598100,1,0.0,2017,2010,N/A,2325,7.2,"Comedy, Drama"
On Body and Soul,2017,Ildikó Enyedi,Ildikó Enyedi,5607714,3,0.0,2017,2010,Not Rated,29200,7.5,"Drama, Fantasy, Mystery"
Tully,2018,Jason Reitman,Diablo Cody,5610554,3,1.0,2018,2010,R,61950,6.9,"Comedy, Drama, Mystery"
Busanhaeng,2016,Sang-ho Yeon,"Joo-Suk Park, Sang-ho Yeon",5700672,3,0.0,2016,2010,Not Rated,243209,7.6,"Action, Horror, Thriller"
"Beyond, The",2017,Hasraf Dulull,Hasraf Dulull,5723416,3,0.0,2021,2010,TV-14,6685,4.9,"Drama, Sci-Fi"
Call Me by Your Name,2017,Luca Guadagnino,"James Ivory, André Aciman",5726616,3,0.0,2017,2010,R,299511,7.8,"Drama, Romance"
You Were Never Really Here,2017,Lynne Ramsay,"Lynne Ramsay, Jonathan Ames",5742374,1,0.0,2018,2010,R,125114,6.7,"Crime, Drama, Thriller"
"Kitchen, The",2019,Andrea Berloff,"Andrea Berloff, Ollie Masters, Ming Doyle",5822564,3,0.0,2020,2010,R,22487,5.6,"Action, Crime, Drama"
Jusqu&#39;a la garde (Custody),2017,Xavier Legrand,Xavier Legrand,6002232,3,0.0,2019,2010,N/A,10037,7.5,"Drama, Thriller"
Tyler Perry&#39;s Acrimony,2018,Tyler Perry,Tyler Perry,6063050,1,0.0,2020,2010,R,9696,5.9,"Drama, Horror, Romance"
"Escape, The",2017,Dominic Savage,Dominic Savage,6069126,3,0.0,2018,2010,Unrated,2373,5.9,Drama
Disobedience,2017,Sebastián Lelio,"Sebastián Lelio, Rebecca Lenkiewicz, Naomi Alderman",6108178,3,0.0,2018,2010,R,34307,6.6,Drama
I Am Mother,2019,Grant Sputore,"Michael Lloyd Green, Grant Sputore",6292852,3,0.0,2019,2010,TV-14,96709,6.7,"Drama, Mystery, Sci-Fi"
"Post, The",2017,Steven Spielberg,"Liz Hannah, Josh Singer",6294822,3,1.0,2018,2010,PG-13,158697,7.2,"Biography, Drama, History"
Beach Rats,2017,Eliza Hittman,Eliza Hittman,6303866,3,1.0,2018,2010,R,15985,6.4,Drama
Mary and The Witch&#39;s Flower,2017,Hiromasa Yonebayashi,"Mary Stewart, Riko Sakaguchi, Hiromasa Yonebayashi",6336356,3,0.0,2018,2010,PG,15547,6.8,"Animation, Adventure, Family"
Bethany Hamilton: Unstoppable,2018,Aaron Lieber,"Aaron Lieber, Carol Martori",6435258,1,0.0,2021,2010,PG,800,7.4,"Documentary, Sport"
7500,2019,Patrick Vollrath,"Patrick Vollrath, Senad Halilbasic",6436726,1,0.0,2020,2010,R,31306,6.3,"Action, Drama, Thriller"
Tenet,2020,Christopher Nolan,Christopher Nolan,6723592,1,0.0,2020,2020,PG-13,562703,7.3,"Action, Sci-Fi, Thriller"
I Feel Pretty,2018,"Abby Kohn, Marc Silverstein","Abby Kohn, Marc Silverstein",6791096,3,0.0,2018,2010,PG-13,56153,5.6,"Comedy, Romance"
News of the World,2020,Paul Greengrass,"Paul Greengrass, Luke Davies, Paulette Jiles",6878306,3,0.0,2021,2020,PG-13,93236,6.8,"Action, Adventure, Drama"
Le monde est a toi,2018,Romain Gavras,"Karim Boukercha, Noé Debré, Romain Gavras",6892462,2,0.0,2018,2010,TV-MA,4826,6.3,"Comedy, Crime"
"Marksman, The",2021,Robert Lorenz,"Chris Charles, Danny Kravitz, Robert Lorenz",6902332,2,0.0,2021,2020,PG-13,40988,5.7,"Action, Drama, Thriller"
Green Book,2018,Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie, Peter Farrelly",6966692,1,0.0,2018,2010,PG-13,537258,8.2,"Biography, Comedy, Drama"
Once Upon a Time ... In Hollywood,2019,Quentin Tarantino,Quentin Tarantino,7131622,3,0.0,2019,2010,R,802921,7.6,"Comedy, Drama"
Dog Days,2018,Ken Marino,"Elissa Matsueda, Erica Oyama",7365604,3,0.0,2018,2010,PG,5358,6.2,"Comedy, Drama, Romance"
"Bob&#146;s Burgers Movie, The",2022,"Loren Bouchard, Bernard Derriman","Loren Bouchard, Nora Smith, Tony Gennaro",7466442,3,0.0,2022,2020,PG-13,20304,6.9,"Animation, Adventure, Comedy"
Carmen y Lola,2018,Arantxa Echevarría,Arantxa Echevarría,7485508,3,0.0,2018,2010,TV-MA,3229,7.1,"Drama, Romance"
Float Like A Butterfly,2018,Carmel Winters,Carmel Winters,7636672,3,1.0,2019,2010,PG,364,5.9,"Drama, History, Sport"
Man Riding Jumping Horse,1887,Eadweard Muybridge,N/A,7754902,0,0.0,2021,1880,N/A,124,5.4,Short
I&#39;m Thinking of Ending Things,2020,Charlie Kaufman,"Charlie Kaufman, Iain Reid",7939766,0,1.0,2021,2020,R,96111,6.6,"Drama, Thriller"
Cockatoo Flying,1887,Eadweard Muybridge,N/A,8133192,0,0.0,2021,1880,N/A,203,5.3,"Documentary, Short"
Happy Death Day 2U,2019,Christopher Landon,"Christopher Landon, Scott Lobdell",8155288,3,0.0,2019,2010,PG-13,81804,6.2,"Comedy, Horror, Mystery"
Crawl,2019,Alexandre Aja,"Michael Rasmussen, Shawn Rasmussen",8364368,3,1.0,2019,2010,R,91346,6.1,"Action, Adventure, Horror"
1917,2019,Sam Mendes,"Sam Mendes, Krysty Wilson-Cairns",8579674,0,0.0,2020,2010,R,644097,8.2,"Action, Drama, War"
"Specials, The",2019,"Olivier Nakache, Éric Toledano","Éric Toledano, Olivier Nakache",8655470,1,0.0,2020,2010,N/A,10392,7.4,"Comedy, Drama"
A.M.I.,2019,Rusty Nixon,"Rusty Nixon, Evan Tylor, James Clayton",8712750,3,0.0,2020,2010,TV-MA,1954,3.9,"Horror, Thriller"
tick...tick..BOOM!,2021,Lin-Manuel Miranda,"Steven Levenson, Jonathan Larson",8721424,3,1.0,2022,2020,PG-13,115323,7.5,"Biography, Comedy, Drama"
See You Yesterday,2019,Stefon Bristol,"Fredrica Bailey, Stefon Bristol",8743064,3,0.0,2019,2010,TV-MA,11417,5.3,"Action, Adventure, Crime"
Gretel &amp; Hansel,2020,Oz Perkins,"Rob Hayes, Jacob Grimm, Wilhelm Grimm",9086228,3,0.0,2020,2020,PG-13,32948,5.5,"Fantasy, Horror, Mystery"
For Sama,2019,"Waad Al-Kateab, Edward Watts",N/A,9617456,3,0.0,2020,2010,TV-PG,12462,8.5,"Documentary, Biography, War"
Last Night in Soho,2021,Edgar Wright,"Edgar Wright, Krysty Wilson-Cairns",9639470,3,0.0,2021,2020,R,162338,7.0,"Drama, Horror, Mystery"
Lamb,2021,Valdimar Jóhannsson,"Sjón, Valdimar Jóhannsson",9812474,1,0.0,2022,2020,R,34489,6.3,"Drama, Fantasy, Horror"
Mr.,1967,William K.L. Dickson,N/A,1,0,1.0,2023,1960,Not Rated,2000,5.7,"Documentary, Short"
Carmencita,1894,William K.L. Dickson,N/A,1,0,0.0,2021,1890,Not Rated,2000,5.7,"Documentary, Short"
Miss Jerry,1894,Alexander Black,Alexander Black,9,0,0.0,2021,1890,N/A,207,5.9,Romance
"Story of the Kelly Gang, The",1906,Charles Tait,Charles Tait,574,1,0.0,2010,1900,Not Rated,852,6.0,"Action, Adventure, Biography"
"Princess Nicotine; or, The Smoke Fairy",1909,J. Stuart Blackton,N/A,1009,2,1.0,2013,1900,Unrated,981,6.5,"Comedy, Short, Fantasy"
Why Worry?,1923,"Fred C. Newmeyer, Sam Taylor","Sam Taylor, Ted Wilde, Tim Whelan",14611,0,0.0,2011,1920,TV-G,1989,7.3,"Adventure, Comedy, Family"
"Phantom of the Opera, The",1925,"Rupert Julian, Lon Chaney, Ernst Laemmle","Gaston Leroux, Walter Anthony, Elliott J. Clawson",16220,2,0.0,2010,1920,Passed,19696,7.5,Horror
"Jazz Singer, The",1927,Alan Crosland,"Samson Raphaelson, Alfred A. Cohn, Jack Jarmuth",18037,1,0.0,2014,1920,Passed,10768,6.4,"Drama, Music, Musical"
"Kid Brother, The",1927,"Ted Wilde, Harold Lloyd, Lewis Milestone","John Grey, Ted Wilde, Thomas J. Crizer",18051,0,0.0,2011,1920,Passed,4696,7.6,"Comedy, Drama, Family"
"Crowd, The",1928,King Vidor,"King Vidor, John V.A. Weaver, Joseph Farnham",18806,1,0.0,2014,1920,Not Rated,8917,8.1,"Drama, Romance"
"Passion of Joan of Arc, The",1928,Carl Theodor Dreyer,"Joseph Delteil, Carl Theodor Dreyer",19254,0,0.0,2010,1920,Passed,58675,8.1,"Biography, Drama, History"
Blackmail,1929,Alfred Hitchcock,"Charles Bennett, Alfred Hitchcock, Benn W. Levy",19702,2,0.0,2014,1920,Not Rated,11600,6.9,"Crime, Drama, Thriller"
"Champ, The",1931,King Vidor,"Wanda Tuchock, Don Marquis",21730,1,0.0,2020,1930,Passed,3496,7.2,"Drama, Family, Sport"
Dracula,1931,"Tod Browning, Karl Freund","Bram Stoker, Hamilton Deane, John L. Balderston",21814,2,0.0,2011,1930,Passed,56714,7.4,"Drama, Fantasy, Horror"
Boudu Saved from Drowning,1932,Jean Renoir,"René Fauchois, Jean Renoir, Albert Valentin",22718,1,0.0,2011,1930,Not Rated,6048,7.3,Comedy
White Zombie,1932,Victor Halperin,"Garnett Weston, William B. Seabrook",23694,0,0.0,2011,1930,Passed,11333,6.2,Horror
"Invisible Man, The",1933,James Whale,"H.G. Wells, R.C. Sherriff, Preston Sturges",24184,1,0.0,2017,1930,Approved,38439,7.6,"Horror, Sci-Fi"
"Peanut Vendor, The",1933,"Dave Fleischer, Seymour Kneitel",N/A,24432,0,0.0,2015,1930,TV-14,157,6.1,"Animation, Short, Music"
Queen Christina,1933,Rouben Mamoulian,"H.M. Harwood, Salka Viertel, Margaret P. Levino",24481,3,0.0,2010,1930,Approved,8408,7.5,"Biography, Drama, Romance"
"Count of Monte Cristo, The",1934,Rowland V. Lee,"Alexandre Dumas, Philip Dunne, Dan Totheroh",25004,1,0.0,2010,1930,Passed,3127,7.4,"Action, Adventure, Drama"
Bullets or Ballots,1936,William Keighley,"Seton I. Miller, Martin Mooney",27407,3,0.0,2013,1930,Passed,3370,7.0,"Crime, Drama, Film-Noir"
Bluebeard&#39;s Eighth Wife,1938,Ernst Lubitsch,"Charles Brackett, Billy Wilder, Alfred Savoir",29929,2,0.0,2012,1930,Passed,4374,7.2,"Comedy, Romance"
Jamaica Inn,1939,Alfred Hitchcock,"Daphne Du Maurier, Sidney Gilliat, Joan Harrison",31505,3,0.0,2016,1930,Passed,10858,6.3,"Adventure, Crime"
Santa Fe Trail,1940,Michael Curtiz,Robert Buckner,33021,1,0.0,2011,1940,Not Rated,4064,6.2,"Drama, War, Western"
Buck Privates,1941,Arthur Lubin,"Arthur T. Horman, John Grant",33436,3,0.0,2011,1940,Passed,4660,7.0,"Comedy, Musical, War"
49th Parallel,1941,Michael Powell,"Emeric Pressburger, Rodney Ackland",33627,0,0.0,2011,1940,Not Rated,7350,7.3,"Drama, Thriller, War"
