Title,year,Director,Writer,imdbID,Bechdel Score,dubious,year submitted,decade,Rated,imdbVotes,imdbRating,Genre
Carmen Jones,1954,Otto Preminger,"Oscar Hammerstein II, Harry Kleiner, Prosper Mérimée",46828,3,0.0,2018,1950,Approved,5749,6.8,"Drama, Musical, Romance"
"Ladykillers, The",1955,Alexander Mackendrick,"William Rose, Jimmy O'Connor",48281,3,1.0,2010,1950,Not Rated,30714,7.6,"Comedy, Crime"
"Seven Year Itch, The",1955,Billy Wilder,"Billy Wilder, George Axelrod",48605,1,0.0,2013,1950,Not Rated,41469,7.1,"Comedy, Romance"
Le coup du berger,1956,Jacques Rivette,"Jacques Rivette, Claude Chabrol, Charles L. Bitsch",49095,3,0.0,2021,1950,N/A,1010,7.0,"Short, Comedy, Romance"
Forbidden Planet,1956,Fred M. Wilcox,"Cyril Hume, Irving Block, Allen Adler",49223,0,0.0,2011,1950,G,51926,7.5,"Adventure, Sci-Fi"
Gunslinger,1956,Roger Corman,"Charles B. Griffith, Mark Hanna",49287,3,0.0,2011,1950,Approved,1736,3.7,Western
"Proud and Profane, The",1956,George Seaton,"Lucy Herndon Crockett, George Seaton",49640,3,0.0,2013,1950,Not Rated,524,6.1,"Drama, Romance, War"
"Spanish Gardener, The",1956,Philip Leacock,"A.J. Cronin, Lesley Storm, John Bryan",49787,2,0.0,2010,1950,Not Rated,994,6.8,Drama
Throne of Blood,1957,Akira Kurosawa,"Hideo Oguni, Shinobu Hashimoto, Ryûzô Kikushima",50613,0,0.0,2016,1950,Not Rated,54730,8.1,Drama
Some Came Running,1958,Vincente Minnelli,"James Jones, John Patrick, Arthur Sheekman",52218,2,0.0,2022,1950,Approved,7111,7.3,"Drama, Romance"
Vertigo,1958,Alfred Hitchcock,"Alec Coppel, Samuel A. Taylor, Pierre Boileau",52357,1,0.0,2009,1950,PG,418216,8.3,"Mystery, Romance, Thriller"
"Great War, The",1959,Mario Monicelli,"Agenore Incrocci, Furio Scarpelli, Luciano Vincenzoni",52861,1,0.0,2012,1950,Approved,4491,8.1,"Comedy, Drama, War"
Late Autumn,1960,Yasujirô Ozu,"Ton Satomi, Kôgo Noda, Yasujirô Ozu",53579,3,0.0,2011,1960,Not Rated,5839,7.9,"Comedy, Drama"
Wild River,1960,Elia Kazan,"Paul Osborn, William Bradford Huie, Borden Deal",54476,3,0.0,2015,1960,Approved,5965,7.5,"Drama, History, Romance"
"World of Suzie Wong, The",1960,Richard Quine,"Paul Osborn, Richard Mason, John Patrick",54483,2,0.0,2022,1960,Approved,2693,6.9,"Drama, Romance"
"Children&#39;s Hour, The",1961,William Wyler,"Lillian Hellman, John Michael Hayes",54743,3,0.0,2010,1960,Not Rated,17808,7.8,"Drama, Romance"
La ciociara,1960,Vittorio De Sica,"Alberto Moravia, Cesare Zavattini, Vittorio De Sica",54749,3,0.0,2016,1960,Not Rated,12105,7.7,"Drama, War"
La Jetee,1962,Chris Marker,Chris Marker,56119,0,0.0,2013,1960,Not Rated,36146,8.2,"Short, Drama, Romance"
8&frac12;,1963,Federico Fellini,"Federico Fellini, Ennio Flaiano, Tullio Pinelli",56801,3,0.0,2014,1960,Not Rated,122781,8.0,Drama
"Trial, The",1962,Orson Welles,"Pierre Cholot, Franz Kafka, Orson Welles",57427,1,0.0,2011,1960,Not Rated,23296,7.7,"Drama, Mystery, Thriller"
Winnetou,1963,Harald Reinl,"Karl May, Harald G. Petersson",57687,1,0.0,2021,1960,N/A,4450,6.8,"Adventure, Drama, Western"
"Americanization of Emily, The",1964,Arthur Hiller,"Paddy Chayefsky, William Bradford Huie",57840,2,0.0,2011,1960,Approved,5518,7.3,"Comedy, Drama, Romance"
Mne dvadtsat let (I am twenty),1965,Marlen Khutsiev,"Marlen Khutsiev, Gennady Shpalikov",58361,3,0.0,2018,1960,N/A,1545,7.7,Drama
"Umbrellas of Cherbourg, The",1964,Jacques Demy,Jacques Demy,58450,3,0.0,2013,1960,Not Rated,30110,7.8,"Drama, Musical, Romance"
"Ghidorah, the Three-Headed Monster",1964,Ishirô Honda,Shin'ichi Sekizawa,58544,3,0.0,2013,1960,Not Rated,7310,6.5,"Action, Adventure, Fantasy"
La tia Tula,1964,Miguel Picazo,"José Miguel Hernán, Manuel López Yubero, Miguel Picazo",58695,3,0.0,2017,1960,N/A,601,7.4,Drama
Viva Las Vegas,1964,George Sidney,Sally Benson,58725,0,0.0,2012,1960,Approved,8879,6.3,"Comedy, Musical"
Red Beard,1965,Akira Kurosawa,"Masato Ide, Hideo Oguni, Ryûzô Kikushima",58888,3,0.0,2021,1960,Not Rated,20492,8.3,Drama
"Flight of the Phoenix, The",1965,Robert Aldrich,"Lukas Heller, Trevor Dudley Smith",59183,0,0.0,2012,1960,Not Rated,21925,7.5,"Adventure, Drama"
"Knack... and How to Get It, The",1965,Richard Lester,"Charles Wood, Ann Jellicoe",59362,0,0.0,2021,1960,Approved,3685,6.3,Comedy
Fahrenheit 451,1966,François Truffaut,"François Truffaut, Jean-Louis Richard, Ray Bradbury",60390,3,0.0,2012,1960,Not Rated,44831,7.2,"Drama, Sci-Fi"
"Fearless Vampire Killers, The",1967,Roman Polanski,"Gérard Brach, Roman Polanski",61655,1,0.0,2013,1960,Not Rated,33162,7.1,"Comedy, Horror"
Playtime,1967,Jacques Tati,"Jacques Tati, Jacques Lagrange, Art Buchwald",62136,3,0.0,2013,1960,Not Rated,25032,7.8,Comedy
"Boys of Paul Street, The",1968,Zoltán Fábri,"Endre Bohem, Zoltán Fábri, Ferenc Molnár",62164,0,0.0,2018,1960,G,3191,7.8,Drama
Le Samourai,1967,Jean-Pierre Melville,"Joan McLeod, Jean-Pierre Melville, Georges Pellegrin",62229,1,0.0,2013,1960,GP,54864,8.0,"Crime, Drama, Thriller"
"Fox, The",1967,Mark Rydell,"Lewis John Carlino, Howard Koch, D.H. Lawrence",62990,3,0.0,2013,1960,R,1232,6.5,Drama
Il giorno della civetta,1968,Damiano Damiani,"Ugo Pirro, Damiano Damiani, Leonardo Sciascia",63010,0,0.0,2015,1960,M,1754,7.0,"Crime, Drama, Mystery"
Age of Consent,1969,Michael Powell,"Peter Yeldham, Norman Lindsay",63991,3,0.0,2016,1960,R,3595,6.4,"Biography, Comedy, Drama"
Downhill Racer,1969,Michael Ritchie,"James Salter, Oakley Hall",64253,0,0.0,2011,1960,M,5209,6.3,"Drama, Sport"
Kes,1969,Ken Loach,"Barry Hines, Ken Loach, Tony Garnett",64541,1,0.0,2011,1960,PG-13,22243,7.9,"Drama, Family"
"Passion of Anna, The",1969,Ingmar Bergman,Ingmar Bergman,64793,1,1.0,2018,1960,R,10201,7.6,Drama
Mississippi Mermaid,1969,François Truffaut,"Cornell Woolrich, François Truffaut",64990,3,0.0,2013,1960,R,7044,6.9,"Crime, Drama, Romance"
Z,1969,Costa-Gavras,"Vassilis Vassilikos, Jorge Semprún, Costa-Gavras",65234,1,0.0,2017,1960,M/PG,30643,8.2,"Crime, Drama, Thriller"
House of Dark Shadows,1970,Dan Curtis,"Sam Hall, Gordon Russell",65856,2,1.0,2013,1970,GP,3341,6.3,"Drama, Fantasy, Horror"
Investigation of a Citizen Above Suspicion,1970,Elio Petri,"Elio Petri, Ugo Pirro",65889,0,0.0,2022,1970,R,12792,8.0,"Crime, Drama"
Love Story,1970,Arthur Hiller,Erich Segal,66011,1,0.0,2012,1970,PG,36215,6.9,"Drama, Romance"
Donkey Skin,1970,Jacques Demy,"Charles Perrault, Jacques Demy",66207,3,0.0,2017,1970,G,6047,7.0,"Comedy, Fantasy, Musical"
Women in Love,1969,Ken Russell,"D.H. Lawrence, Larry Kramer",66579,3,0.0,2010,1960,R,8343,7.1,"Drama, Romance"
And Now for Something Completely Different,1971,Ian MacNaughton,"Graham Chapman, John Cleese, Terry Gilliam",66765,1,0.0,2010,1970,PG,31100,7.5,Comedy
Bedknobs and Broomsticks,1971,"Robert Stevenson, Ward Kimball","Ralph Wright, Ted Berman, Bill Walsh",66817,3,0.0,2010,1970,G,39959,7.0,"Animation, Adventure, Comedy"
"Mattei Affair (Il caso Mattei), The",1972,Francesco Rosi,"Francesco Rosi, Tonino Guerra, Nerio Minuzzo",68346,0,0.0,2015,1970,R,2353,7.7,"Biography, Drama, Mystery"
"Godfather, The",1972,Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola",68646,2,0.0,2011,1970,R,1954449,9.2,"Crime, Drama"
Lone Wolf and Cub: Baby Cart to Hades,1972,Kenji Misumi,"Kazuo Koike, Goseki Kojima",68817,0,0.0,2020,1970,R,5458,7.5,"Action, Drama"
Don&#39;t Torture a Duckling,1972,Lucio Fulci,"Lucio Fulci, Roberto Gianviti, Gianfranco Clerici",69019,2,0.0,2011,1970,Not Rated,10268,7.0,"Horror, Mystery, Thriller"
"Watch Out, We&#39;re Mad",1974,Marcello Fondato,"Marcello Fondato, Francesco Scardamaglia, Vicente Coello",69697,0,0.0,2021,1970,G,13505,7.3,"Action, Comedy"
American Graffiti,1973,George Lucas,"George Lucas, Gloria Katz, Willard Huyck",69704,2,0.0,2013,1970,PG,96195,7.4,"Comedy, Drama"
Lemora: A Child&#39;s Tale Of The Supernatural,1973,Richard Blackburn,"Richard Blackburn, Robert Fern",70300,3,0.0,2011,1970,PG,2407,6.2,"Fantasy, Horror, Thriller"
Fantastic Planet,1973,René Laloux,"Stefan Wul, Roland Topor, René Laloux",70544,0,0.0,2020,1970,PG,35264,7.7,"Animation, Sci-Fi"
"Silent Night, Bloody Night",1972,Theodore Gershuny,"Theodore Gershuny, Jeffrey Konvitz, Ira Teller",70694,3,0.0,2013,1970,R,4679,5.2,"Horror, Mystery, Thriller"
Terminal Island,1973,Stephanie Rothman,"James Barnett, Charles S. Swartz, Stephanie Rothman",70782,3,0.0,2019,1970,R,1417,5.3,"Action, Drama, Thriller"
Death Wish,1974,Michael Winner,"Brian Garfield, Wendell Mayes, Gerald Wilson",71402,3,0.0,2014,1970,R,42278,6.9,"Action, Crime, Drama"
Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix),1976,"René Goscinny, Henri Gruel, Albert Uderzo","René Goscinny, Albert Uderzo, Pierre Tchernia",72901,1,0.0,2011,1970,N/A,18525,7.6,"Animation, Adventure, Comedy"
Nashville,1975,Robert Altman,Joan Tewkesbury,73440,3,0.0,2013,1970,R,27832,7.6,"Comedy, Drama, Music"
Pascual Duarte,1976,Ricardo Franco,"Emilio Martínez Lázaro, Elías Querejeta, Ricardo Franco",73518,1,0.0,2017,1970,N/A,235,6.0,Drama
"Desert of the Tartars, The",1976,Valerio Zurlini,"Dino Buzzati, André G. Brunelin, Jean-Louis Bertuccelli",74400,0,0.0,2015,1970,PG,2527,7.5,"Drama, History, War"
Death Trap!,1977,Tobe Hooper,"Alvin L. Fast, Mardi Rustam, Kim Henkel",74455,3,0.0,2012,1970,R,8414,5.5,"Horror, Thriller"
"Little Girl Who Lives Down the Lane, The",1976,Nicolas Gessner,Laird Koenig,74806,3,0.0,2013,1970,PG,17471,7.0,"Drama, Horror, Mystery"
Bad,1977,Jed Johnson,"Pat Hackett, George Abagnalo",75679,3,0.0,2020,1970,X,874,6.0,"Comedy, Crime, Horror"
High Anxiety,1977,Mel Brooks,"Mel Brooks, Ron Clark, Rudy De Luca",76141,1,0.0,2013,1970,PG,23299,6.6,"Comedy, Mystery, Thriller"
March or Die,1977,Dick Richards,"David Zelag Goodman, Dick Richards",76175,0,0.0,2021,1970,PG,3835,6.3,"Adventure, Drama, Romance"
Hair,1979,Milos Forman,"Gerome Ragni, James Rado, Michael Weller",79261,3,0.0,2017,1970,PG,39797,7.5,"Comedy, Drama, Musical"
Nine to Five,1980,Colin Higgins,"Patricia Resnick, Colin Higgins",80319,3,0.0,2010,1980,PG,37700,6.9,Comedy
"Final Countdown, The",1980,Don Taylor,"Thomas Hunter, Peter Powell, David Ambrose",80736,0,0.0,2017,1980,PG,26102,6.6,"Action, Adventure, Sci-Fi"
"Fog, The",1980,John Carpenter,"John Carpenter, Debra Hill",80749,3,0.0,2011,1980,R,80019,6.8,"Horror, Thriller"
Friday the 13th,1980,Sean S. Cunningham,"Victor Miller, Ron Kurz",80761,3,0.0,2013,1980,R,152089,6.4,"Horror, Mystery, Thriller"
Kagemusha,1980,Akira Kurosawa,"Masato Ide, Akira Kurosawa",80979,0,0.0,2021,1980,PG,37313,7.9,"Drama, History, War"
Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,Uli Edel,"Herman Weigel, Kai Hermann, Horst Rieck",82176,3,0.0,2013,1980,R,27993,7.5,"Biography, Drama"
Dragonslayer,1981,Matthew Robbins,"Hal Barwood, Matthew Robbins",82288,1,0.0,2016,1980,PG,19440,6.6,"Action, Adventure, Fantasy"
Escape from New York,1981,John Carpenter,"John Carpenter, Nick Castle",82340,0,0.0,2010,1980,R,152014,7.1,"Action, Adventure, Sci-Fi"
Galaxy of Terror,1981,Bruce D. Clark,"Marc Siegler, Bruce D. Clark, William Stout",82431,3,0.0,2018,1980,R,8453,5.0,"Action, Adventure, Horror"
Reds,1981,Warren Beatty,"Warren Beatty, Trevor Griffiths",82979,3,0.0,2011,1980,PG,24205,7.3,"Biography, Drama, History"
Smithereens,1982,Susan Seidelman,"Susan Seidelman, Ron Nyswaner, Peter Askin",84698,3,0.0,2011,1980,R,2522,6.7,"Drama, Music"
"Outsiders, The",1983,Francis Ford Coppola,"Kathleen Rowell, S.E. Hinton",86066,2,0.0,2017,1980,PG,94325,7.0,"Crime, Drama"
Strange Brew,1983,"Rick Moranis, Dave Thomas","Rick Moranis, Dave Thomas, Steve De Jarnatt",86373,1,0.0,2018,1980,PG,18318,6.6,"Comedy, Crime, Sci-Fi"
Life Is a Bed of Roses,1983,Alain Resnais,Jean Gruault,86542,3,0.0,2023,1980,PG,1193,6.2,"Comedy, Drama, Fantasy"
"4th Man, The",1983,Paul Verhoeven,"Gerard Reve, Gerard Soeteman",86543,1,0.0,2016,1980,Unrated,8366,7.2,"Drama, Mystery, Thriller"
"Initiation, The",1984,"Larry Stewart, Peter Crane",Charles Pratt Jr.,87472,3,0.0,2019,1980,R,4242,5.6,"Horror, Mystery, Thriller"
Les specialistes,1985,Patrice Leconte,"Bruno Tardon, Patrick Dewolf, Patrice Leconte",88167,0,0.0,2020,1980,N/A,1147,6.4,"Adventure, Crime"
Star Trek III: The Search for Spock,1984,Leonard Nimoy,"Gene Roddenberry, Harve Bennett",88170,1,0.0,2010,1980,PG,84676,6.6,"Action, Adventure, Sci-Fi"
"Black Cauldron, The",1985,"Ted Berman, Richard Rich","Lloyd Alexander, David Jonas, Vance Gerry",88814,3,0.0,2011,1980,PG,39158,6.3,"Animation, Action, Adventure"
Dreamchild,1985,Gavin Millar,Dennis Potter,89052,3,0.0,2016,1980,PG,1710,6.7,"Biography, Comedy, Drama"
Otac na sluzbenom putu,1985,Emir Kusturica,Abdulah Sidran,89748,3,1.0,2009,1980,R,9892,7.7,Drama
Return to Oz,1985,Walter Murch,"Walter Murch, Gill Dennis, L. Frank Baum",89908,3,0.0,2011,1980,PG,29474,6.7,"Adventure, Family, Fantasy"
Spies Like Us,1985,John Landis,"Dan Aykroyd, Dave Thomas, Lowell Ganz",90056,1,0.0,2014,1980,PG,52028,6.4,"Adventure, Comedy"
Starchaser: The Legend of Orin,1985,Steven Hahn,Jeffrey Scott,90065,1,0.0,2012,1980,PG,2445,6.4,"Animation, Action, Adventure"
A View to a Kill,1985,John Glen,"Richard Maibaum, Michael G. Wilson, Ian Fleming",90264,1,0.0,2015,1980,PG,102523,6.3,"Action, Adventure, Thriller"
Crocodile Dundee,1986,Peter Faiman,"Paul Hogan, Ken Shadie, John Cornell",90555,3,1.0,2012,1980,PG-13,112267,6.6,"Action, Adventure, Comedy"
Asterix in Britain (Asterix chez les Bretons),1986,Pino Van Lamsweerde,"René Goscinny, Albert Uderzo, Pierre Tchernia",90667,0,0.0,2013,1980,Not Rated,12218,7.1,"Animation, Adventure, Comedy"
Jumpin&#39; Jack Flash,1986,Penny Marshall,"David Franzoni, Charles Shyer, Nancy Meyers",91306,3,0.0,2010,1980,R,20417,5.9,"Comedy, Romance, Thriller"
Stand By Me,1986,Rob Reiner,"Stephen King, Raynold Gideon, Bruce A. Evans",92005,0,0.0,2010,1980,R,428033,8.1,"Adventure, Comedy, Drama"
Tenk&ucirc; no shiro Rapyuta,1986,Hayao Miyazaki,"Hayao Miyazaki, Jonathan Swift",92067,3,0.0,2009,1980,PG,175728,8.0,"Animation, Adventure, Family"
"Transformers: The Movie, The",1986,Nelson Shin,"Ron Friedman, Henry Orenstein",92106,0,0.0,2013,1980,PG,41345,7.2,"Animation, Action, Adventure"
Bad Taste,1987,Peter Jackson,"Peter Jackson, Tony Hiles, Ken Hammon",92610,0,0.0,2016,1980,Not Rated,48542,6.5,"Comedy, Horror, Sci-Fi"
Hellraiser,1987,Clive Barker,Clive Barker,93177,3,0.0,2012,1980,R,135479,6.9,"Horror, Thriller"
Mannequin,1987,Michael Gottlieb,"Edward Rugoff, Michael Gottlieb",93493,1,0.0,2023,1980,PG,34428,5.9,"Comedy, Fantasy, Romance"
Outrageous Fortune,1987,Arthur Hiller,Leslie Dixon,93690,3,0.0,2013,1980,R,8513,6.2,Comedy
Police Academy 4: Citizens on Patrol,1987,Jim Drake,"Neal Israel, Pat Proft, Gene Quintano",93756,1,0.0,2009,1980,PG,44909,5.0,"Comedy, Crime"
Spaceballs,1987,Mel Brooks,"Mel Brooks, Thomas Meehan, Ronny Graham",94012,3,1.0,2010,1980,PG,201221,7.1,"Adventure, Comedy, Sci-Fi"
"Witches of Eastwick, The",1987,George Miller,"John Updike, Michael Cristofer",94332,3,0.0,2011,1980,R,75063,6.5,"Comedy, Fantasy, Horror"
Killer Klowns from Outer Space,1988,Stephen Chiodo,"Charles Chiodo, Stephen Chiodo, Edward Chiodo",95444,0,0.0,2010,1980,PG-13,43054,6.2,"Comedy, Horror, Sci-Fi"
Satisfaction,1988,Joan Freeman,"Charles Purpura, Chris Maes",96037,3,0.0,2011,1980,PG-13,3777,4.9,"Comedy, Music, Romance"
Babar: The Movie,1989,Alan Bunce,"Jean de Brunhoff, Laurent de Brunhoff, Patrick Loubert",96869,3,0.0,2018,1980,G,1072,6.3,"Animation, Adventure, Family"
Fat Man and Little Boy,1989,Roland Joffé,"Bruce Robinson, Roland Joffé",97336,1,0.0,2010,1980,PG-13,8826,6.5,"Biography, Drama, History"
Heathers,1988,Michael Lehmann,Daniel Waters,97493,3,0.0,2010,1980,R,112576,7.2,"Comedy, Crime"
Shag,1989,Zelda Barron,"Lanier Laney, Terry Sweeney, Robin Swicord",98300,3,0.0,2013,1980,PG,4744,6.4,"Comedy, Drama, Romance"
Edward Scissorhands,1990,Tim Burton,"Tim Burton, Caroline Thompson",99487,3,0.0,2011,1990,PG-13,510858,7.9,"Drama, Fantasy, Romance"
Ghost,1990,Jerry Zucker,Bruce Joel Rubin,99653,3,0.0,2010,1990,PG-13,229517,7.1,"Drama, Fantasy, Romance"
Hidden Agenda,1990,Ken Loach,Jim Allen,99768,3,0.0,2018,1990,R,4471,6.9,"Drama, Thriller"
Lord of the Flies,1990,Harry Hook,"William Golding, Jay Presson Allen",100054,0,0.0,2014,1990,R,32520,6.4,"Adventure, Drama, Thriller"
Miller&#39;s Crossing,1990,"Joel Coen, Ethan Coen","Joel Coen, Ethan Coen, Dashiell Hammett",100150,0,0.0,2013,1990,R,139790,7.7,"Crime, Drama, Thriller"
Postcards from the Edge,1990,Mike Nichols,Carrie Fisher,100395,3,0.0,2009,1990,R,18921,6.7,"Comedy, Drama"
Predator 2,1990,Stephen Hopkins,"Jim Thomas, John Thomas",100403,2,1.0,2014,1990,R,177703,6.3,"Action, Horror, Sci-Fi"
"Russia House, The",1990,Fred Schepisi,"John le Carré, Tom Stoppard",100530,0,0.0,2012,1990,R,17036,6.1,"Drama, Romance, Thriller"
Where the Heart Is,1990,John Boorman,"Telsche Boorman, John Boorman",100924,3,0.0,2014,1990,R,1750,5.9,"Comedy, Drama"
Days of Being Wild,1990,Kar-Wai Wong,"Jeffrey Lau, Kar-Wai Wong",101258,2,0.0,2022,1990,Not Rated,24583,7.4,"Crime, Drama, Romance"
Kickboxer 2: The Road Back,1991,Albert Pyun,"Mark DiSalle, Jean-Claude Van Damme, David S. Goyer",102202,0,0.0,2021,1990,R,6171,4.5,"Action, Sport"
"Linguini Incident, The",1991,Richard Shepard,"Richard Shepard, Tamar Brott",102313,3,0.0,2014,1990,R,1388,6.2,"Comedy, Crime"
My Girl,1991,Howard Zieff,Laurice Elehwany,102492,3,0.0,2014,1990,PG,86518,6.9,"Comedy, Drama, Family"
Tacones Lejanos,1991,Pedro Almodóvar,Pedro Almodóvar,103030,3,0.0,2010,1990,R,17000,7.0,"Comedy, Drama, Romance"
Barbarian Queen II: The Empress Strikes Back,1990,Joe Finley,"Howard R. Cohen (screenplay), Lance Smith (screenplay), Lance Smith (based on a story by)",103768,3,0.0,2019,1990,R,835,3.7,"Action, Adventure, Fantasy"
Bob Roberts,1992,Tim Robbins,Tim Robbins,103850,1,0.0,2010,1990,R,15475,7.0,"Comedy, Drama"
Newsies,1992,Kenny Ortega,"Bob Tzudiker, Noni White",104990,1,0.0,2011,1990,PG,22048,6.9,"Drama, Family, History"
Strictly Ballroom,1992,Baz Luhrmann,"Baz Luhrmann, Andrew Bovell, Craig Pearce",105488,1,0.0,2020,1990,PG,28920,7.2,"Comedy, Drama, Music"
Twin Peaks: Fire Walk With Me,1992,David Lynch,"David Lynch, Robert Engels, Mark Frost",105665,3,0.0,2011,1990,R,102358,7.3,"Drama, Horror, Mystery"
Benny &amp; Joon,1993,Jeremiah S. Chechik,"Barry Berman, Lesley McNeil",106387,1,0.0,2017,1990,PG,60874,7.1,"Comedy, Drama, Romance"
"Firm, The",1993,Sydney Pollack,"John Grisham, David Rabe, Robert Towne",106918,3,0.0,2015,1990,R,143005,6.8,"Drama, Mystery, Thriller"
Hard Target,1993,John Woo,Chuck Pfarrer,107076,1,0.0,2021,1990,R,54727,6.2,"Action, Crime, Thriller"
"Piano, The",1993,Jane Campion,Jane Campion,107822,3,1.0,2011,1990,R,93240,7.5,"Drama, Music, Romance"
Super Mario Bros.,1993,"Annabel Jankel, Rocky Morton","Parker Bennett, Terry Runte, Ed Solomon",108255,3,1.0,2013,1990,PG,61559,4.1,"Adventure, Comedy, Family"
"Stand, The",1994,N/A,N/A,108941,3,0.0,2009,1990,Not Rated,37628,7.1,"Adventure, Drama, Fantasy"
Blue Sky,1994,Tony Richardson,"Rama Laurie Stagner, Arlene Sarner, Jerry Leichtling",109306,3,0.0,2012,1990,PG-13,7994,6.4,"Drama, Romance"
"Fantastic Four, The",1994,Oley Sassone,"Craig J. Nevius, Kevin Rock, Jack Kirby",109770,1,0.0,2012,1990,PG,7389,3.8,"Action, Adventure, Family"
"Last Seduction, The",1994,John Dahl,Steve Barancik,110308,1,0.0,2012,1990,R,25165,7.0,"Crime, Drama, Romance"
Uncovered,1994,Jim McBride,"Arturo Pérez-Reverte, Michael Hirst, Jim McBride",111549,3,0.0,2013,1990,R,2650,5.7,"Mystery, Thriller"
"Langoliers, The",1995,N/A,N/A,112040,3,0.0,2013,1990,PG-13,31283,6.1,"Horror, Mystery, Sci-Fi"
Gold Diggers: The Secret of Bear Mountain,1995,Kevin James Dobson,Barry Glasser,113188,3,0.0,2010,1990,PG,4866,6.0,"Adventure, Drama, Family"
Libertarias,1996,Vicente Aranda,"Vicente Aranda, José Luis Guarner, Román Gubern",113649,3,0.0,2010,1990,N/A,2156,6.9,"Drama, History, War"
Sabrina,1995,Sydney Pollack,"Samuel A. Taylor, Billy Wilder, Ernest Lehman",114319,3,0.0,2010,1990,PG,43493,6.3,"Comedy, Drama, Romance"
"Fan, The",1996,Tony Scott,"Peter Abrahams, Phoef Sutton",116277,1,0.0,2013,1990,R,50513,5.9,"Action, Drama, Sport"
"Funeral, The",1996,Abel Ferrara,Nicholas St. John,116378,3,1.0,2016,1990,R,9175,6.6,"Crime, Drama"
"God of Cookery, The",1996,"Stephen Chow, Lik-Chi Lee","Stephen Chow, Man-Sang Lo, Kan-Cheung Tsang",116426,1,0.0,2012,1990,N/A,9559,7.3,"Action, Comedy, Fantasy"
Mother Night,1996,Keith Gordon,"Kurt Vonnegut Jr., Robert B. Weide",117093,1,0.0,2012,1990,R,5453,7.1,"Drama, Romance, War"
Walking and Talking,1996,Nicole Holofcener,Nicole Holofcener,118113,3,0.0,2012,1990,R,3863,6.7,"Comedy, Drama, Romance"
An American Werewolf in Paris,1997,Anthony Waller,"John Landis, Tim Burns, Tom Stern",118604,1,0.0,2017,1990,R,26495,5.1,"Comedy, Fantasy, Horror"
Chasing Amy,1997,Kevin Smith,Kevin Smith,118842,3,0.0,2011,1990,R,142100,7.2,"Comedy, Drama, Romance"
Face/Off,1997,John Woo,"Mike Werb, Michael Colleary",119094,1,0.0,2014,1990,R,392476,7.3,"Action, Crime, Sci-Fi"
Hard Eight,1996,Paul Thomas Anderson,Paul Thomas Anderson,119256,0,0.0,2012,1990,R,53777,7.1,"Crime, Drama"
Kiss the Girls,1997,Gary Fleder,"James Patterson, David Klass",119468,2,0.0,2013,1990,R,79094,6.6,"Crime, Drama, Mystery"
"Lost World: Jurassic Park, The",1997,Steven Spielberg,"Michael Crichton, David Koepp",119567,3,1.0,2014,1990,PG-13,435061,6.5,"Action, Adventure, Sci-Fi"
My Life in Pink ( Ma Vie En Rose ),1997,Alain Berliner,"Chris Vander Stappen, Alain Berliner",119590,3,0.0,2013,1990,R,8971,7.5,Drama
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,1997,Karl Geurs,"A.A. Milne (stories), Karl Geurs (screenplay), Carter Crocker (screenplay)",119918,0,0.0,2017,1990,G,5457,7.1,"Animation, Adventure, Comedy, Family, Musical"
Sphere,1998,Barry Levinson,"Michael Crichton, Kurt Wimmer, Stephen Hauser",120184,1,0.0,2009,1990,PG-13,110487,6.1,"Action, Mystery, Sci-Fi"
Spice World,1997,Bob Spiers,"Spice Girls, Kim Fuller, Jamie Curtis",120185,3,0.0,2010,1990,PG,37331,3.6,"Comedy, Family, Music"
"Dreamlife of Angels, The",1998,Erick Zonca,"Erick Zonca, Roger Bohbot, Virginie Wagon",120449,3,0.0,2010,1990,R,7692,7.4,Drama
Wild America,1997,William Dear,David Michael Wieger,120512,2,0.0,2010,1990,PG,7827,6.3,"Action, Adventure, Comedy"
"Winter Guest, The",1997,Alan Rickman,"Sharman Macdonald, Alan Rickman",120521,3,0.0,2010,1990,R,3693,6.9,Drama
Velvet Goldmine,1998,Todd Haynes,"James Lyons, Todd Haynes",120879,2,0.0,2009,1990,R,37554,6.9,"Drama, Music"
Gia,1998,Michael Cristofer,"Jay McInerney, Michael Cristofer",123865,3,0.0,2010,1990,R,48888,6.9,"Biography, Drama, Romance"
Return to Paradise,1998,Joseph Ruben,"Pierre Jolivet, Olivier Schatzky, Wesley Strick",124595,2,0.0,2021,1990,R,15197,6.9,"Drama, Romance, Thriller"
Dark Harbor,1998,Adam Coleman Howard,"Adam Coleman Howard, Justin Lazard",129023,1,0.0,2011,1990,R,2773,6.0,"Thriller, Drama"
"Faculty, The",1998,Robert Rodriguez,"David Wechter, Bruce Kimmel, Kevin Williamson",133751,3,1.0,2009,1990,R,131537,6.6,"Horror, Mystery, Sci-Fi"
Rasen,1998,Jôji Iida,"Jôji Iida, Kôji Suzuki",134928,1,0.0,2014,1990,Not Rated,3817,5.2,"Drama, Fantasy, Horror"
"Treasure of Swamp Castle, The",1985,Attila Dargay,"Attila Dargay, Mór Jókai, József Nepp",137226,2,0.0,2018,1980,PG-13,2106,7.9,"Animation, Adventure, Comedy"
