Title,year,Bechdel Score,dubious,imdbID,year submitted
Colette,2018,3,0.0,5437928,2018
Collateral Beauty,2016,2,0.0,4682786,2018
Collateral,2004,1,0.0,369339,2011
Colombiana,2011,1,0.0,1657507,2012
Color Out of Space,2019,2,0.0,5073642,2020
Color of Night,1994,3,0.0,109456,2014
Colossal,2016,0,0.0,4680182,2017
Colossus: The Forbin Project,1970,0,0.0,64177,2015
Combat Girls,2011,3,0.0,1890373,2012
Come Dance with Me!,1959,3,0.0,53428,2012
Come and See,1985,0,0.0,91251,2015
Come to Daddy,2019,1,0.0,8816194,2020
Come to the Stable,1949,3,0.0,41257,2022
Comes a Bright Day,2012,0,0.0,1900854,2014
Comet,2014,1,0.0,2965412,2015
Comicos,1954,3,0.0,45665,2017
Coming 2 America,2021,3,0.0,6802400,2021
Command Decision,1948,0,0.0,40242,2010
Commando,1985,1,0.0,88944,2011
Comment c&#39;est loin,2015,1,0.0,4576612,2016
Como Esquecer,2010,3,0.0,1735853,2014
Como agua para chocolate,1992,3,1.0,103994,2013
Comoara,2015,1,0.0,4515684,2016
Compliance,2012,3,0.0,1971352,2012
Computer Chess,2013,1,0.0,2007360,2013
Comrade X,1940,2,0.0,32349,2010
Con Air,1997,2,0.0,118880,2009
Conan the Barbarian,1982,1,0.0,82198,2009
Conan the Barbarian,2011,3,1.0,816462,2011
Conan the Destroyer,1984,3,1.0,87078,2009
Concussion,2013,3,0.0,2296697,2013
Concussion,2015,1,0.0,3322364,2015
Conducta,2014,3,0.0,3595966,2018
Coneheads,1993,3,0.0,106598,2013
Confessions (Kokuhaku),2010,3,0.0,1590089,2011
Confessions of Teenage Drama Queen,2004,3,0.0,361467,2021
Confessions of a Dangerous Mind,2002,2,0.0,270288,2014
Confessions of a Shopaholic,2009,3,0.0,1093908,2010
Confidentially Yours,1983,2,0.0,86551,2023
Congo,1995,0,0.0,112715,2013
Connie Gomper &amp; the Pack,1996,0,0.0,377683,2010
Connie and Carla,2004,3,0.0,345074,2013
Conquest,1937,2,0.0,28739,2010
Conspiracy of Hearts,1960,3,0.0,53732,2020
Constantine,2005,1,0.0,360486,2012
Constantine: City of Demons,2018,2,0.0,6404896,2020
Contact,1997,3,0.0,118884,2010
Contagion,2011,3,0.0,1598778,2011
Contempt,1963,1,0.0,57345,2012
Contraband,2012,3,0.0,1524137,2013
Contracted,2013,3,0.0,2281159,2014
Contratiempo,2016,1,0.0,4857264,2017
Control,2007,2,0.0,421082,2016
Conversations with God,2006,1,0.0,489682,2017
Conversations with Other Women,2005,0,0.0,435623,2009
Conviction,2010,3,0.0,1244754,2011
Convoy,1978,0,0.0,77369,2021
Cooking with Stella,2009,3,0.0,1479676,2010
Cool Runnings,1993,1,0.0,106611,2010
Cooties,2014,1,0.0,2490326,2015
Cop Land,1997,0,1.0,118887,2020
Cop Out,2010,1,0.0,1385867,2010
Copycat,1995,3,1.0,112722,2011
Corbett and Courtney Before the Kinetograph,1894,0,0.0,7,2021
Coriolanus,2011,2,0.0,1372686,2013
Corpse Bride,2005,3,1.0,121164,2010
Corpses,2004,3,0.0,409842,2014
Cosmonauta,2009,3,0.0,1332054,2014
Cosmopolis,2012,1,0.0,1480656,2012
Cosmos,2019,0,0.0,4477292,2020
Country Strong,2010,3,0.0,1555064,2012
Countryman,1982,0,0.0,83762,2013
Coup d&#39;&eacute;clat,2011,3,0.0,1900856,2011
Courageous,2011,3,1.0,1630036,2014
Courier X,2016,0,0.0,3589968,2019
Court,2014,1,0.0,3717068,2016
Cousins,2021,3,0.0,10483044,2021
Cover Girl,1944,3,0.0,36723,2012
Cow Belles,2006,3,1.0,489007,2014
Cowboy Bebop: The Movie,2001,3,0.0,275277,2013
Cowboys &amp; Aliens,2011,1,0.0,409847,2011
Coyote Ugly,2000,3,0.0,200550,2010
Cracks,2009,3,0.0,1183665,2011
Cradle 2 the Grave,2003,1,0.0,306685,2013
Crash,1996,3,0.0,115964,2014
Crash,2004,3,0.0,375679,2012
Crashing,2007,2,0.0,475243,2010
Crawl,2019,3,1.0,8364368,2019
Crazy Rich Asians,2018,3,0.0,3104988,2018
Creature from the Black Lagoon,1954,0,0.0,46876,2013
Creed II,2018,3,0.0,6343314,2018
Creed,2015,2,1.0,3076658,2015
Creep 2,2017,0,0.0,3654796,2018
Creep,2004,3,0.0,381966,2013
Creep,2014,0,0.0,2428170,2017
Creepshow 2,1987,3,1.0,92796,2016
Cries and Whispers (Viskningar och rop),1972,3,0.0,69467,2011
Crimes and Misdemeanors,1989,3,0.0,97123,2011
Crimes of Fashion,2004,3,0.0,414923,2013
Criminal Justice,1990,3,0.0,99321,2015
Criminal,2016,3,1.0,3014866,2016
Crimson Peak,2015,3,0.0,2554274,2015
Critters 2,1988,3,0.0,94919,2018
Critters 3,1991,3,0.0,101627,2011
Critters 4,1992,1,0.0,101628,2018
Critters,1986,2,1.0,90887,2018
Crocodile Dundee II,1988,2,0.0,92493,2023
Crocodile Dundee,1986,3,1.0,90555,2012
Croczilla,2012,0,0.0,2354196,2013
Crooklyn,1994,3,0.0,109504,2011
Crossfire,1947,2,0.0,39286,2013
Crossing Delancey,1988,3,0.0,94921,2013
Crossing Over,2009,3,0.0,924129,2011
Crossroads,2002,3,0.0,275022,2013
Cruel Intentions,1999,3,0.0,139134,2011
Cruella,2021,3,0.0,3228774,2021
Cruising,1980,0,0.0,80569,2012
Crush,2022,1,1.0,15096128,2022
Cry &#39;Havoc&#39;,1943,3,0.0,35770,2014
Cry-Baby,1990,3,0.0,99329,2015
Cry_Wolf,2005,3,1.0,384286,2017
Crystal Fairy &amp; the Magical Cactus and 2012,2013,3,0.0,2332579,2013
Csinibaba,1997,1,0.0,118906,2018
Cuban Fury,2014,1,0.0,2390237,2015
Cube Zero,2004,3,0.0,377713,2010
Cube,1997,3,0.0,123755,2010
Cube2: Hypercube,2002,3,0.0,285492,2013
Cuddler,2015,3,0.0,5573580,2022
Cujo,1983,3,1.0,85382,2017
Curdled,1996,3,0.0,115994,2016
Cure,1997,1,0.0,123948,2016
Curse of Chucky,2013,3,0.0,2230358,2015
Curse of the Golden Flower,2006,2,1.0,473444,2012
Cursed,2005,3,0.0,257516,2013
Cut Bank,2014,3,0.0,1661820,2016
Cutie and the Boxer,2013,0,0.0,2355540,2014
Cutlass,2007,3,0.0,1107809,2011
Cutthroat Island,1995,1,0.0,112760,2023
Cyberbully,2011,3,0.0,1930315,2012
Cybergeddon,2012,3,0.0,2189240,2014
Cypher,2002,1,0.0,284978,2013
Cyrano,2021,2,0.0,12889404,2022
Cyrus,2010,1,0.0,1336617,2010
D.E.B.S.,2004,3,0.0,367631,2009
D.O.A.,1950,1,0.0,42369,2014
D2: The Mighty Ducks,1994,1,0.0,109520,2016
DOA: Dead or Alive,2006,3,0.0,398913,2013
Da Sweet Blood of Jesus,2014,3,0.0,3104930,2017
Dabangg 2,2012,1,0.0,2112131,2012
Dad&#39;s Army,2016,3,0.0,4104054,2016
Daddy Day Care,2003,3,0.0,317303,2012
Daddy Long Legs,1955,3,0.0,47969,2010
Daddy&#39;s Home 2,2017,3,1.0,5657846,2018
Daddy&#39;s Home,2015,1,0.0,1528854,2016
Dagon,2001,3,1.0,264508,2016
Daikaiju Gamera,1965,2,0.0,59080,2015
Daikaiju ketto: Gamera tai Barugon,1966,0,0.0,60446,2016
Daikaiju kuchusen: Gamera tai Gyaosu,1967,0,0.0,61695,2016
Daimajin,1966,1,0.0,62851,2015
Daisies,1966,3,0.0,60959,2011
Dallas Buyers Club,2013,3,0.0,790636,2013
Damage,1992,3,0.0,104237,2013
Damien: Omen II,1978,2,0.0,77394,2010
Damn Bastard!,2008,0,0.0,1056444,2011
Damnation Alley,1977,0,0.0,75909,2014
Damsels in Distress,2011,3,0.0,1667307,2012
Dan in Real Life,2007,3,0.0,480242,2012
Dance Academy: The Movie,2017,3,0.0,5834660,2017
Dance Subaru,2009,3,0.0,1230424,2013
Dance of the Dead,2008,1,0.0,926063,2010
Dancer in the Dark,2000,3,0.0,168629,2010
Dances with Wolves,1990,1,0.0,99348,2017
Dancing at Lughnasa,1998,3,0.0,120643,2011
Dancing at the Blue Iguana,2000,3,0.0,217355,2009
Dangal,2016,3,0.0,5074352,2017
Danger stalks near,1957,3,0.0,50421,2020
Dangerous Beauty,1998,3,0.0,118892,2021
Dangerous Liaisons,1988,3,0.0,94947,2010
Dangerous Minds,1995,3,0.0,112792,2011
Daniel the Wizard,2004,1,0.0,421051,2021
Danny the dog,2005,1,0.0,342258,2011
Dans la maison,2012,3,1.0,1964624,2020
Dante 01,2008,3,0.0,487928,2013
Dante's Peak,1997,3,0.0,118928,2009
Daphne &amp; Velma,2018,3,0.0,7689052,2021
Darby O&#39;Gill and the Little People,1959,3,0.0,52722,2010
Daredevil,2003,0,0.0,287978,2011
Dark Angel (I Come in Peace),1990,0,0.0,99817,2012
Dark City,1998,1,0.0,118929,2010
Dark Days,2000,0,0.0,235327,2014
Dark Dungeons,2014,3,0.0,3625970,2022
Dark Glasses,2022,3,0.0,10935560,2022
Dark Habits,1983,3,0.0,85496,2012
Dark Harbor,1998,1,0.0,129023,2011
Dark Mirror,2007,3,0.0,486651,2013
Dark Passage,1947,2,0.0,39302,2022
Dark Phoenix,2019,3,0.0,6565702,2019
Dark Shadows,2012,3,0.0,1077368,2012
Dark Skies,2013,2,0.0,2387433,2013
Dark Star,1974,0,0.0,69945,2010
Dark Touch,2013,3,0.0,2328549,2014
Dark Victory,1939,3,0.0,31210,2010
Dark Was the Night,2014,1,0.0,2251281,2015
Dark Water (Honogurai mizu no soko kara),2002,3,0.0,308379,2013
Dark Water,2005,3,0.0,382628,2011
Dark Web: Cicada 3301,2021,3,1.0,8110246,2022
Darkest Hour,2017,2,0.0,4555426,2018
Darkman,1990,0,0.0,99365,2011
Darkness Falls,2003,1,0.0,282209,2013
Darling Lili,1970,3,1.0,65611,2015
Darling,1965,3,0.0,59084,2012
Darlings,2022,3,0.0,14152140,2022
Das Boot,1981,0,0.0,82096,2011
Das Leben Der Anderen,2006,0,0.0,405094,2010
Das Leben ist nichts fur Feiglinge,2012,3,0.0,2147550,2013
Das Wochenende,2012,3,1.0,1836202,2013
Das letzte Schweigen,2010,3,1.0,1361835,2016
